CITATION,TYPE,AGENCY2,LOCAL,RACE,SEX,DAYNIGHT,MPHGROUP,AGEGROUP,INTOWN,INSTATE
K0007774,W,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007775,W,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0007777,W,State Police,N,H,F,day,U,31-35,N,Y
K0007781,W,State Police,N,W,F,day,U,61-65,N,N
K0007782,W,State Police,N,W,M,night,b) 10 to 15,51-55,N,N
K0007783,W,State Police,N,W,M,day,a) less than 10,41-45,N,Y
K0007784,W,State Police,N,W,F,day,b) 10 to 15,21-25,N,Y
K0007785,W,State Police,N,W,F,night,a) less than 10,31-35,Y,Y
K0007786,W,State Police,N,W,M,day,a) less than 10,16-20,N,Y
K0007787,W,State Police,N,A,F,night,a) less than 10,41-45,N,Y
K0007788,W,State Police,N,H,M,day,a) less than 10,21-25,N,Y
K0007789,W,State Police,N,W,F,day,b) 10 to 15,36-40,Y,Y
K0007790,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0007791,W,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007801,W,State Police,N,W,M,day,a) less than 10,26-30,N,N
K0007802,W,State Police,N,W,M,day,a) less than 10,56-60,N,Y
K0007803,W,State Police,N,W,F,day,a) less than 10,41-45,N,Y
K0007804,W,State Police,N,W,M,day,a) less than 10,61-65,N,Y
K0007805,W,State Police,N,W,M,day,a) less than 10,16-20,N,Y
K0007806,W,State Police,N,W,M,day,U,16-20,N,Y
K0007807,W,State Police,N,W,F,day,U,21-25,N,Y
K0007808,W,State Police,N,W,M,day,a) less than 10,61-65,N,N
K0007809,W,State Police,N,W,F,day,a) less than 10,36-40,N,Y
K0007824,W,State Police,N,W,F,day,b) 10 to 15,51-55,Y,Y
K0007825,W,State Police,N,W,M,day,a) less than 10,21-25,Y,Y
K0007827,W,State Police,N,W,F,night,c) 16 to 20,46-50,N,Y
K0007828,W,State Police,N,W,F,night,b) 10 to 15,46-50,Y,Y
K0007831,W,State Police,N,W,M,day,b) 10 to 15,16-20,Y,Y
K0007832,W,State Police,N,W,M,day,b) 10 to 15,56-60,N,N
K0007836,W,State Police,N,W,M,day,c) 16 to 20,36-40,N,Y
K0007841,W,State Police,N,W,M,night,b) 10 to 15,66-70,N,Y
K0007843,W,State Police,N,W,M,night,b) 10 to 15,26-30,N,N
K0007849,W,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0007853,W,State Police,N,W,F,day,b) 10 to 15,41-45,Y,Y
K0007854,T,State Police,N,W,F,day,b) 10 to 15,36-40,N,Y
K0007855,T,State Police,N,W,F,day,U,46-50,N,Y
K0007857,W,State Police,N,W,M,day,b) 10 to 15,51-55,N,N
K0007859,W,State Police,N,W,F,day,c) 16 to 20,16-20,N,Y
K0007860,T,State Police,N,W,M,day,c) 16 to 20,16-20,Y,Y
K0007861,T,State Police,N,W,M,day,U,21-25,N,Y
K0007863,W,State Police,N,W,M,night,U,21-25,N,Y
K0007864,W,State Police,N,W,M,night,U,21-25,N,Y
K0007865,W,State Police,N,W,F,night,a) less than 10,41-45,N,Y
K0007866,W,State Police,N,W,M,night,a) less than 10,31-35,Y,Y
K0007867,W,State Police,N,W,F,night,a) less than 10,26-30,N,N
K0007881,W,State Police,N,W,M,day,U,21-25,N,Y
K0007902,T,State Police,N,W,M,day,U,31-35,N,Y
K0007903,T,State Police,N,W,F,day,U,56-60,Y,Y
K0007905,T,State Police,N,W,M,day,U,81-85,Y,Y
K0007906,T,State Police,N,B,M,day,b) 10 to 15,31-35,Y,Y
K0007908,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0007909,W,State Police,N,W,F,day,U,26-30,N,Y
K0007910,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,Y
K0007913,W,State Police,N,W,M,day,U,56-60,N,Y
K0007914,W,State Police,N,W,M,day,U,21-25,N,Y
K0007915,T,State Police,N,W,M,day,U,16-20,Y,Y
K0007916,W,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007917,T,State Police,N,W,M,day,d) more than 20,16-20,Y,Y
K0007919,T,State Police,N,W,M,day,U,31-35,Y,Y
K0007922,T,State Police,N,H,F,night,U,21-25,Y,Y
K0007923,T,State Police,N,W,F,day,U,21-25,N,Y
K0007925,T,State Police,N,W,M,day,a) less than 10,46-50,N,Y
K0007926,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,Y
K0007927,T,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0007928,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,N
K0007930,T,State Police,N,W,F,day,b) 10 to 15,51-55,N,Y
K0007933,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,Y
K0007934,T,State Police,N,W,M,day,b) 10 to 15,31-35,N,N
K0007935,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0007936,W,State Police,N,W,M,day,b) 10 to 15,31-35,N,Y
K0007942,T,State Police,N,W,M,night,c) 16 to 20,31-35,N,N
K0007943,T,State Police,N,W,M,night,d) more than 20,16-20,N,Y
K0007944,W,State Police,N,W,F,night,b) 10 to 15,46-50,U,N
K0007945,T,State Police,N,W,F,night,b) 10 to 15,46-50,N,N
K0007946,W,State Police,N,W,M,night,b) 10 to 15,31-35,N,Y
K0007947,W,State Police,N,W,F,night,b) 10 to 15,51-55,N,Y
K0007948,W,State Police,N,W,F,night,U,51-55,U,N
K0007949,W,State Police,N,W,F,night,U,26-30,N,Y
K0007950,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007951,W,State Police,N,W,M,night,U,16-20,N,Y
K0007952,W,State Police,N,W,F,night,U,21-25,U,N
K0007962,W,State Police,N,W,M,night,U,16-20,N,Y
K0007963,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0007965,T,State Police,N,W,M,night,U,21-25,N,Y
K0007966,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0007967,W,State Police,N,W,M,night,U,16-20,N,Y
K0007971,T,State Police,N,W,M,day,b) 10 to 15,66-70,N,N
K0007973,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0007981,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0007982,T,State Police,N,W,M,night,c) 16 to 20,31-35,N,Y
K0007983,W,State Police,N,H,M,night,a) less than 10,41-45,N,Y
K0007984,T,State Police,N,W,M,night,d) more than 20,16-20,Y,Y
K0007986,W,State Police,N,W,M,night,U,21-25,Y,Y
K0007987,T,State Police,N,W,M,night,U,16-20,N,Y
K0007988,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,Y
K0007989,W,State Police,N,W,M,night,U,16-20,Y,Y
K0007990,W,State Police,N,W,M,night,a) less than 10,26-30,N,Y
K0007992,T,State Police,N,W,M,night,d) more than 20,16-20,Y,Y
K0007993,T,State Police,N,W,M,night,c) 16 to 20,16-20,Y,Y
K0008001,W,State Police,N,W,M,day,U,51-55,Y,Y
K0008002,T,State Police,N,W,M,day,U,21-25,N,Y
K0008003,W,State Police,N,W,F,night,U,21-25,Y,Y
K0008006,W,State Police,N,W,F,night,c) 16 to 20,26-30,N,Y
K0008007,W,State Police,N,B,M,day,U,26-30,N,Y
K0008010,W,State Police,N,W,F,night,U,31-35,N,Y
K0008011,T,State Police,N,W,M,night,U,16-20,N,Y
K0008012,W,State Police,N,W,M,night,U,16-20,N,Y
K0008014,T,State Police,N,W,M,day,U,21-25,N,Y
K0008015,T,State Police,N,W,M,night,U,21-25,N,N
K0008016,W,State Police,N,W,M,night,U,31-35,N,Y
K0008017,W,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0008020,W,State Police,N,W,M,night,U,36-40,N,Y
K0008041,W,State Police,N,W,M,night,U,16-20,N,N
K0008048,W,State Police,N,W,M,night,c) 16 to 20,31-35,N,Y
K0008058,T,State Police,N,W,M,day,U,16-20,N,Y
K0008060,T,State Police,N,W,F,day,U,21-25,N,Y
K0008062,T,State Police,N,W,F,day,b) 10 to 15,21-25,N,Y
K0008065,T,State Police,N,W,F,day,b) 10 to 15,46-50,N,Y
K0008067,T,State Police,N,W,F,day,U,21-25,N,Y
K0008069,T,State Police,N,H,M,day,b) 10 to 15,26-30,N,Y
K0008070,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0008074,T,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0008075,T,State Police,N,W,M,day,c) 16 to 20,16-20,N,Y
K0008077,T,State Police,N,W,F,day,c) 16 to 20,21-25,N,Y
K0008079,T,State Police,N,W,F,day,b) 10 to 15,36-40,N,Y
K0008080,T,State Police,N,W,F,day,b) 10 to 15,36-40,N,N
K0008081,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,N
K0008082,W,State Police,N,W,M,night,U,16-20,N,Y
K0008083,W,State Police,N,W,F,night,U,31-35,N,N
K0008084,W,State Police,N,W,F,night,U,41-45,Y,Y
K0008087,T,State Police,N,W,M,day,U,26-30,N,Y
K0008090,W,State Police,N,B,M,night,U,31-35,Y,Y
K0008094,W,State Police,N,W,M,night,U,36-40,N,Y
K0008100,W,State Police,N,H,M,night,U,21-25,N,N
K0008121,W,State Police,N,W,M,night,a) less than 10,26-30,N,Y
K0008122,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0008125,W,State Police,N,B,M,night,U,41-45,N,Y
K0008129,W,State Police,N,B,M,day,U,36-40,N,Y
K0008130,T,State Police,N,W,M,night,U,16-20,Y,Y
K0008136,T,State Police,N,W,F,night,c) 16 to 20,21-25,N,N
K0008137,W,State Police,N,W,M,night,b) 10 to 15,21-25,N,N
K0008138,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0008139,T,State Police,N,W,M,night,U,21-25,N,Y
K0008140,T,State Police,N,W,M,night,U,21-25,N,Y
K0008142,W,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0008144,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,N
K0008146,W,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0008148,T,State Police,N,W,M,night,b) 10 to 15,31-35,Y,Y
K0008150,W,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0008152,W,State Police,N,W,M,night,U,21-25,N,Y
K0008153,W,State Police,N,W,F,night,b) 10 to 15,36-40,N,Y
K0008154,W,State Police,N,W,M,night,U,36-40,N,Y
K0008155,W,State Police,N,W,M,night,b) 10 to 15,21-25,N,N
K0008156,W,State Police,N,W,M,night,b) 10 to 15,26-30,N,Y
K0008157,T,State Police,N,H,M,night,c) 16 to 20,21-25,N,Y
K0008160,T,State Police,N,W,M,night,U,21-25,N,N
K0008163,W,State Police,N,W,M,day,U,16-20,Y,Y
K0008168,T,State Police,N,W,F,day,c) 16 to 20,46-50,N,N
K0008169,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0008170,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0008171,T,State Police,N,W,M,day,d) more than 20,16-20,N,N
K0008173,W,State Police,N,W,F,day,U,36-40,Y,Y
K0008174,W,State Police,N,W,M,day,U,51-55,Y,Y
K0008177,W,State Police,N,W,F,day,U,21-25,N,Y
K0008178,T,State Police,N,W,M,day,U,36-40,N,Y
K0008179,T,State Police,N,W,M,day,U,21-25,N,N
K0008181,T,State Police,N,W,F,day,U,31-35,N,Y
K0008182,W,State Police,N,W,F,day,U,56-60,N,Y
K0008183,T,State Police,N,W,F,day,U,36-40,Y,Y
K0008184,T,State Police,N,W,F,day,U,31-35,N,Y
K0008185,W,State Police,N,W,M,night,U,21-25,N,Y
K0008187,W,State Police,N,W,M,day,U,31-35,N,Y
K0008188,W,State Police,N,A,F,day,a) less than 10,36-40,N,Y
K0008191,W,State Police,N,W,M,day,a) less than 10,51-55,N,Y
K0008192,T,State Police,N,W,M,day,U,41-45,Y,Y
K0008194,T,State Police,N,W,M,night,d) more than 20,46-50,N,Y
K0008195,W,State Police,N,W,F,day,U,46-50,Y,Y
K0008196,W,State Police,N,W,F,day,a) less than 10,36-40,N,Y
K0008199,W,State Police,N,H,F,day,a) less than 10,36-40,Y,Y
K0008200,T,State Police,N,W,F,day,U,36-40,N,Y
K0008201,T,State Police,N,W,M,day,U,21-25,Y,Y
K0008202,T,State Police,N,W,M,night,U,21-25,N,Y
K0008205,W,State Police,N,W,M,day,U,41-45,N,N
K0008215,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0008216,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,N
K0008217,T,State Police,N,W,F,night,U,36-40,N,N
K0008218,W,State Police,N,W,M,night,U,16-20,N,N
K0008219,T,State Police,N,B,M,night,b) 10 to 15,21-25,N,N
K0008221,T,State Police,N,H,M,day,U,16-20,N,Y
K0008223,W,State Police,N,B,M,day,U,21-25,N,Y
K0008228,W,State Police,N,H,M,day,U,26-30,Y,Y
K0008229,T,State Police,N,W,M,day,U,51-55,N,Y
K0008230,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,Y
K0008231,T,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0008232,T,State Police,N,W,M,day,b) 10 to 15,26-30,N,Y
K0008233,T,State Police,N,B,M,day,b) 10 to 15,26-30,N,Y
K0008235,T,State Police,N,W,M,night,U,26-30,N,Y
K0008245,W,State Police,N,W,M,day,U,56-60,Y,Y
K0008249,W,State Police,N,W,M,day,U,26-30,N,Y
K0008250,T,State Police,N,W,M,day,U,26-30,N,Y
K0008251,T,State Police,N,W,M,day,U,21-25,Y,Y
K0008254,W,State Police,N,W,M,day,U,21-25,N,N
K0008256,T,State Police,N,W,M,day,U,36-40,N,N
K0008260,T,State Police,N,W,M,day,b) 10 to 15,21-25,N,Y
K0008276,T,State Police,N,W,M,day,c) 16 to 20,51-55,N,Y
K0008281,W,State Police,N,W,M,day,a) less than 10,26-30,N,Y
K0008282,T,State Police,N,W,F,day,b) 10 to 15,26-30,N,Y
K0008283,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0008289,T,State Police,N,W,F,day,U,31-35,N,Y
K0008290,T,State Police,N,W,M,day,U,21-25,N,Y
K0008292,W,State Police,N,W,M,day,U,51-55,N,Y
K0008293,T,State Police,N,W,M,day,U,36-40,N,Y
K0008295,T,State Police,N,W,F,day,b) 10 to 15,41-45,N,N
K0008297,W,State Police,N,W,M,night,U,36-40,N,Y
K0008299,W,State Police,N,B,M,day,U,21-25,N,Y
K0008300,W,State Police,N,W,M,night,U,16-20,Y,Y
K0008301,W,State Police,N,W,M,day,U,21-25,N,Y
K0008302,W,State Police,N,W,M,day,U,26-30,N,Y
K0008311,W,State Police,N,W,M,day,U,26-30,Y,Y
K0008313,W,State Police,N,H,F,day,U,21-25,N,Y
K0008314,T,State Police,N,W,M,day,U,26-30,N,Y
K0008315,W,State Police,N,W,M,day,U,41-45,N,Y
K0008316,T,State Police,N,H,M,day,b) 10 to 15,36-40,Y,Y
K0008317,T,State Police,N,W,M,day,b) 10 to 15,N/A,Y,Y
K0008318,T,State Police,N,W,M,day,U,41-45,N,Y
K0008319,W,State Police,N,H,F,day,b) 10 to 15,56-60,Y,Y
K0008321,T,State Police,N,W,M,day,U,21-25,N,Y
K0008322,W,State Police,N,W,F,night,U,41-45,N,Y
K0008323,W,State Police,N,W,F,day,b) 10 to 15,16-20,N,Y
K0008326,W,State Police,N,W,M,night,U,21-25,N,Y
K0008327,W,State Police,N,W,M,night,b) 10 to 15,41-45,N,N
K0008328,W,State Police,N,W,M,day,U,21-25,N,Y
K0008330,W,State Police,N,W,M,night,U,51-55,N,N
K0008331,W,State Police,N,W,M,night,U,21-25,N,Y
K0008332,T,State Police,N,W,M,night,U,31-35,N,Y
K0008334,T,State Police,N,W,M,night,b) 10 to 15,46-50,N,Y
K0008335,W,State Police,N,W,F,night,b) 10 to 15,46-50,N,N
K0008336,W,State Police,N,W,M,day,b) 10 to 15,51-55,N,N
K0008338,W,State Police,N,W,M,day,U,46-50,N,N
K0008340,W,State Police,N,W,M,night,b) 10 to 15,41-45,N,N
K0008342,W,State Police,N,W,F,night,U,21-25,N,N
K0008343,T,State Police,N,W,M,night,b) 10 to 15,51-55,N,Y
K0008344,T,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0008345,W,State Police,N,W,M,night,U,36-40,N,N
K0008350,W,State Police,N,W,M,night,a) less than 10,21-25,N,N
K0008353,T,State Police,N,W,F,night,b) 10 to 15,21-25,N,N
K0008354,W,State Police,N,W,M,night,a) less than 10,21-25,N,N
K0008355,W,State Police,N,W,F,night,d) more than 20,16-20,N,Y
K0008356,W,State Police,N,W,M,night,U,21-25,N,Y
K0008358,T,State Police,N,W,M,night,b) 10 to 15,36-40,N,N
K0008360,W,State Police,N,W,M,night,a) less than 10,16-20,N,Y
K0008361,W,State Police,N,H,M,day,U,46-50,N,Y
K0008362,T,State Police,N,W,M,night,U,31-35,N,Y
K0008365,T,State Police,N,M,M,day,b) 10 to 15,46-50,U,N
K0008366,T,State Police,N,W,M,day,c) 16 to 20,16-20,N,N
K0008367,T,State Police,N,W,F,day,b) 10 to 15,46-50,N,Y
K0008368,T,State Police,N,W,M,day,c) 16 to 20,26-30,N,N
K0008369,T,State Police,N,W,M,night,d) more than 20,31-35,N,N
K0008371,T,State Police,N,W,M,night,U,36-40,N,Y
K0008374,T,State Police,N,W,M,night,c) 16 to 20,21-25,N,N
K0008375,T,State Police,N,W,M,night,U,66-70,N,Y
K0008376,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,N
K0008378,T,State Police,N,W,M,night,c) 16 to 20,26-30,N,N
K0008384,T,State Police,N,W,F,night,b) 10 to 15,31-35,N,N
K0008388,T,State Police,N,W,M,day,U,41-45,Y,Y
K0008389,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,N
K0008392,T,State Police,N,W,M,day,U,26-30,N,Y
K0008393,T,State Police,N,W,M,day,b) 10 to 15,51-55,N,Y
K0008394,T,State Police,N,W,M,night,U,21-25,Y,Y
K0008398,W,State Police,N,W,M,day,b) 10 to 15,36-40,N,N
K0008399,T,State Police,N,W,M,night,U,51-55,N,N
K0008403,W,State Police,N,W,F,night,U,51-55,N,Y
K0008405,W,State Police,N,W,M,night,U,21-25,N,Y
K0008406,W,State Police,N,W,M,night,U,41-45,N,Y
K0008408,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0008409,T,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0008411,T,State Police,N,H,M,night,U,21-25,Y,Y
K0008414,W,State Police,N,H,M,night,U,21-25,Y,Y
K0008418,W,State Police,N,H,F,night,U,21-25,N,Y
K0008420,W,State Police,N,W,M,night,U,36-40,N,Y
K0008421,T,State Police,N,A,M,night,a) less than 10,26-30,N,Y
K0008422,W,State Police,N,W,M,night,U,51-55,N,Y
K0008423,W,State Police,N,W,M,night,U,46-50,N,Y
K0008424,T,State Police,N,H,M,day,b) 10 to 15,26-30,N,Y
K0008426,W,State Police,N,W,M,night,U,31-35,N,Y
K0008427,T,State Police,N,B,M,night,b) 10 to 15,41-45,N,Y
K0008429,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0008430,T,State Police,N,W,M,night,U,46-50,N,Y
K0008431,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0008433,W,State Police,N,W,M,night,U,31-35,N,Y
K0008434,W,State Police,N,W,M,day,U,31-35,N,Y
K0008436,T,State Police,N,W,M,day,b) 10 to 15,21-25,Y,Y
K0008437,T,State Police,N,W,M,day,b) 10 to 15,76-80,N,Y
K0008442,W,State Police,N,W,M,day,U,36-40,N,Y
K0008450,T,State Police,N,H,M,day,b) 10 to 15,31-35,Y,Y
K0008456,T,State Police,N,W,M,day,U,41-45,N,N
K0008460,T,State Police,N,W,M,day,b) 10 to 15,36-40,N,Y
K0008461,T,State Police,N,W,F,night,U,21-25,N,Y
K0008462,W,State Police,N,W,M,night,U,16-20,N,N
K0008463,W,State Police,N,W,M,night,U,21-25,N,Y
K0008465,T,State Police,N,W,M,night,U,46-50,Y,Y
K0008471,W,State Police,N,W,M,night,U,16-20,Y,Y
K0008475,W,State Police,N,W,F,night,U,21-25,N,Y
K0008477,W,State Police,N,W,M,night,U,16-20,N,N
K0008480,W,State Police,N,W,F,day,U,16-20,N,Y
K0008486,W,State Police,N,W,M,night,U,31-35,N,N
K0008487,W,State Police,N,W,M,night,U,16-20,Y,Y
K0008489,W,State Police,N,W,M,night,U,26-30,N,Y
K0008490,W,State Police,N,W,M,night,U,31-35,N,Y
K0008491,W,State Police,N,W,F,night,U,16-20,N,N
K0008499,T,State Police,N,W,M,night,U,26-30,N,Y
K0008501,W,State Police,N,W,F,night,U,46-50,N,Y
K0008502,W,State Police,N,W,M,day,U,36-40,N,Y
K0008504,W,State Police,N,W,M,day,U,31-35,N,Y
K0008505,T,State Police,N,B,M,day,U,26-30,N,Y
K0008506,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0008507,W,State Police,N,W,M,day,U,46-50,N,Y
K0008508,T,State Police,N,B,F,night,b) 10 to 15,16-20,N,Y
K0008509,T,State Police,N,B,M,night,d) more than 20,16-20,N,Y
K0008510,T,State Police,N,W,M,night,U,56-60,N,Y
K0008511,W,State Police,N,W,M,day,b) 10 to 15,61-65,N,Y
K0008513,W,State Police,N,W,M,night,b) 10 to 15,46-50,N,Y
K0008514,W,State Police,N,W,M,night,U,46-50,N,Y
K0008515,W,State Police,N,W,M,night,U,36-40,N,Y
K0008516,W,State Police,N,W,F,night,U,36-40,N,Y
K0008517,W,State Police,N,W,M,day,U,51-55,N,Y
K0008518,W,State Police,N,W,M,day,U,51-55,N,Y
K0008520,W,State Police,N,W,M,day,U,46-50,N,Y
K0008523,W,State Police,N,W,M,night,b) 10 to 15,56-60,N,Y
K0008524,T,State Police,N,W,M,night,c) 16 to 20,21-25,Y,Y
K0008525,W,State Police,N,W,M,night,b) 10 to 15,31-35,N,N
K0008526,W,State Police,N,W,M,night,b) 10 to 15,36-40,N,Y
K0008527,T,State Police,N,W,M,night,c) 16 to 20,16-20,N,Y
K0008528,W,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0008529,T,State Police,N,W,M,night,b) 10 to 15,21-25,Y,Y
K0008532,W,State Police,N,B,M,night,U,21-25,N,Y
K0008533,T,State Police,N,B,M,night,U,41-45,N,Y
K0008534,W,State Police,N,W,M,night,b) 10 to 15,31-35,N,Y
K0008535,W,State Police,N,W,M,night,b) 10 to 15,21-25,Y,Y
K0008536,W,State Police,N,A,M,day,b) 10 to 15,31-35,N,Y
K0008538,T,State Police,N,W,M,day,d) more than 20,21-25,N,Y
K0008539,W,State Police,N,W,F,night,U,16-20,N,Y
K0008540,W,State Police,N,W,M,night,b) 10 to 15,36-40,N,Y
K0008541,T,State Police,N,W,M,day,c) 16 to 20,51-55,N,Y
K0008542,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0008545,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0008546,T,State Police,N,W,M,night,b) 10 to 15,41-45,N,Y
K0008547,T,State Police,N,A,M,night,b) 10 to 15,21-25,N,Y
K0008548,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,Y
K0008550,T,State Police,N,W,M,night,c) 16 to 20,26-30,N,Y
K0008553,T,State Police,N,W,F,day,U,41-45,N,N
K0008567,W,State Police,N,W,M,day,b) 10 to 15,46-50,N,Y
K0008571,W,State Police,N,W,M,night,b) 10 to 15,26-30,N,N
K0008572,W,State Police,N,W,M,night,b) 10 to 15,56-60,N,Y
K0008573,T,State Police,N,W,F,day,b) 10 to 15,36-40,N,Y
K0008574,W,State Police,N,W,M,night,b) 10 to 15,16-20,N,Y
K0008575,T,State Police,N,W,M,night,U,16-20,N,Y
K0008576,W,State Police,N,W,M,day,b) 10 to 15,66-70,N,Y
K0008577,T,State Police,N,W,M,day,U,66-70,N,Y
K0008578,W,State Police,N,W,M,day,U,36-40,N,Y
K0008579,W,State Police,N,W,F,day,b) 10 to 15,81-85,N,Y
K0008580,T,State Police,N,W,F,day,U,81-85,N,Y
K0008581,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0008582,T,State Police,N,W,U,day,U,61-65,Y,Y
K0008583,W,State Police,N,W,M,day,U,81-85,N,Y
K0008584,T,State Police,N,W,M,day,U,16-20,Y,Y
K0008586,W,State Police,N,W,F,day,U,26-30,N,Y
K0008602,T,State Police,N,W,F,night,b) 10 to 15,16-20,N,Y
K0008605,W,State Police,N,W,F,night,U,41-45,N,Y
K0008607,W,State Police,N,W,F,night,b) 10 to 15,31-35,N,Y
K0008609,W,State Police,N,W,M,night,b) 10 to 15,31-35,N,Y
K0008610,W,State Police,N,W,M,day,U,36-40,N,Y
K0008611,W,State Police,N,W,M,night,U,31-35,N,Y
K0008612,W,State Police,N,W,M,night,U,46-50,N,Y
K0008613,W,State Police,N,W,M,night,b) 10 to 15,61-65,N,Y
K0008615,W,State Police,N,W,F,night,b) 10 to 15,31-35,N,Y
K0008616,T,State Police,N,W,M,night,d) more than 20,21-25,N,Y
K0008618,W,State Police,N,W,M,night,b) 10 to 15,21-25,N,Y
K0008619,T,State Police,N,H,M,day,U,56-60,N,Y
K0008620,W,State Police,N,W,M,night,U,46-50,N,Y
K0008621,W,State Police,N,H,F,night,b) 10 to 15,26-30,N,Y
K0008622,W,State Police,N,W,M,night,b) 10 to 15,36-40,N,Y
K0008625,W,State Police,N,W,M,night,b) 10 to 15,71-75,N,Y
K0008626,T,State Police,N,W,F,night,b) 10 to 15,26-30,N,Y
K0008631,W,State Police,N,W,F,night,b) 10 to 15,16-20,N,Y
K0008632,W,State Police,N,W,M,night,b) 10 to 15,26-30,Y,Y
K0008633,W,State Police,N,W,M,night,U,46-50,N,Y
K0008639,T,State Police,N,W,M,night,b) 10 to 15,16-20,N,N
K0008640,W,State Police,N,W,M,day,b) 10 to 15,51-55,N,Y
K0008643,W,State Police,N,W,M,night,a) less than 10,31-35,N,Y
K0008644,W,State Police,N,W,M,night,U,21-25,N,Y
K0008645,W,State Police,N,W,M,night,a) less than 10,46-50,N,N
K0008651,W,State Police,N,W,F,night,a) less than 10,26-30,N,Y
K0008652,W,State Police,N,W,M,night,a) less than 10,41-45,N,Y
K0008656,W,State Police,N,W,M,night,U,46-50,N,Y
K0008657,W,State Police,N,B,M,night,U,36-40,N,Y
K0008664,W,State Police,N,W,M,night,U,16-20,N,Y
K0008666,W,State Police,N,W,F,night,b) 10 to 15,21-25,N,Y
K0008668,W,State Police,N,W,F,day,U,56-60,Y,Y
K0008669,W,State Police,N,W,F,night,U,26-30,N,Y
K0008670,W,State Police,N,W,F,night,U,41-45,N,Y
K0008671,W,State Police,N,W,F,night,U,21-25,N,Y
K0008677,W,State Police,N,W,F,night,U,21-25,Y,Y
K0008680,T,State Police,N,W,F,day,U,16-20,N,Y
K0008681,T,State Police,N,B,M,night,U,21-25,N,Y
K0008686,W,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0008687,T,State Police,N,W,F,night,U,26-30,Y,Y
K0008690,W,State Police,N,W,M,day,U,31-35,N,Y
K0008691,W,State Police,N,W,F,night,U,26-30,N,Y
K0008693,W,State Police,N,W,M,night,U,61-65,N,Y
K0008694,W,State Police,N,W,M,night,U,21-25,Y,Y
K0008697,W,State Police,N,W,M,night,U,56-60,N,Y
K0008698,W,State Police,N,W,F,night,U,41-45,N,Y
K0008699,W,State Police,N,W,M,day,U,16-20,N,Y
K0008700,W,State Police,N,W,M,night,U,26-30,N,N
K0008701,W,State Police,N,W,M,night,a) less than 10,26-30,N,Y
K0008702,W,State Police,N,W,M,night,a) less than 10,16-20,N,Y
K0008703,W,State Police,N,W,M,night,a) less than 10,46-50,N,Y
